concept	lang	token	priority	head_lemma	parts
Red_Deer#species	en	Cervus elaphus	1	elaphus NOUN	Cervus PROPN compound> elaphus NOUN
Red_Deer#species	en	Red deer	2	deer NOUN	Red NOUN compound> deer NOUN
Red_Fox#species	en	Red fox	0	fox NOUN	Red NOUN compound> fox NOUN
Red_Fox#species	en	Vulpes vulpes	1	vulpe NOUN	Vulpe NOUN compound> vulpe NOUN
Red_Fox#species	en	Red fox	2	fox NOUN	Red NOUN compound> fox NOUN
Red_Kangaroo#species	en	Red kangaroo	0	kangaroo NOUN	Red NOUN compound> kangaroo NOUN
Red_Kangaroo#species	en	Macropus rufus	1	rufus NOUN	Macropus PROPN compound> rufus NOUN
Red_Kangaroo#species	en	Red kangaroo	2	kangaroo NOUN	Red NOUN compound> kangaroo NOUN
Red_Kite#species	en	Red kite	0	kite NOUN	Red NOUN compound> kite NOUN
Red_Kite#species	en	Milvus milvus	1	milvus NOUN	Milvus PROPN compound> milvus NOUN
Red_Kite#species	en	Red kite	2	kite NOUN	Red NOUN compound> kite NOUN
Red_Knot#species	en	Knot	0	Knot PROPN	
Red_Knot#species	en	Calidris canutus	1	canutus NOUN	Calidris PROPN compound> canutus NOUN
Red_Knot#species	en	Knot	2	Knot PROPN	
Red-legged_Partridge#species	en	Red-legged partridge	0	-legged VERB	Red NOUN nsubj> -legged VERB | partridge NOUN obj> -legged VERB
Red-legged_Partridge#species	en	Alectoris rufa	1	rufa NOUN	Alectoris PROPN compound> rufa NOUN
Red-legged_Partridge#species	en	French partridge	2	partridge NOUN	french ADJ amod> partridge NOUN
Red-legged_Partridge#species	en	Red-legged partridge	2	-legged VERB	Red NOUN nsubj> -legged VERB | partridge NOUN obj> -legged VERB
Red_Panda#species	en	Red panda	0	panda NOUN	Red NOUN compound> panda NOUN
Red_Panda#species	en	Ailurus fulgens	1	fulgen PROPN	Ailurus PROPN compound> fulgen PROPN
Red_Panda#species	en	Firefox	2	Firefox PROPN	
Red_Panda#species	en	Lesser panda	2	panda NOUN	lesser PROPN compound> panda NOUN
Red_Panda#species	en	Red panda	2	panda NOUN	Red NOUN compound> panda NOUN
Red_Ruffed_Lemur#species	en	Red ruffed lemur	0	lemur NOUN	red NOUN compound> ruff VERB | ruff VERB amod> lemur NOUN
Red_Ruffed_Lemur#species	en	Varecia rubra	1	rubra NOUN	Varecia PROPN compound> rubra NOUN
Red_Ruffed_Lemur#species	en	Red ruffed lemur	2	lemur NOUN	red NOUN compound> ruff VERB | ruff VERB amod> lemur NOUN
Red_Squirrel#species	en	Red squirrel	0	squirrel NOUN	Red NOUN compound> squirrel NOUN
Red_Squirrel#species	en	Sciurus vulgaris	1	vulgaris PROPN	Sciurus PROPN compound> vulgaris PROPN
Red_Squirrel#species	en	Eurasian red squirrel	2	squirrel NOUN	Eurasian ADJ amod> squirrel NOUN | red ADJ amod> squirrel NOUN
Red_Squirrel#species	en	Red squirrel	2	squirrel NOUN	Red NOUN compound> squirrel NOUN
Reed_Bunting#species	en	Reed bunting	0	bunting NOUN	Reed ADJ amod> bunting NOUN
Reed_Bunting#species	en	Emberiza schoeniclus	1	schoeniclus NOUN	Emberiza PROPN compound> schoeniclus NOUN
Reed_Bunting#species	en	Common reed bunting	2	ree VERB	common NOUN nsubj> ree VERB | bunt VERB xcomp> ree VERB
Reed_Bunting#species	en	Reed bunting	2	bunting NOUN	Reed ADJ amod> bunting NOUN
Reevess_Muntjac#species	en	Muntjac deer	0	deer NOUN	Muntjac PROPN compound> deer NOUN
Reevess_Muntjac#species	en	Muntiacus reevesi	1	reevesi NOUN	Muntiacus PROPN compound> reevesi NOUN
Reevess_Muntjac#species	en	Barking deer	2	deer NOUN	Barking NOUN compound> deer NOUN
Reevess_Muntjac#species	en	Chinese muntjac	2	muntjac NOUN	chinese ADJ amod> muntjac NOUN
Reevess_Muntjac#species	en	Muntjac deer	2	deer NOUN	Muntjac PROPN compound> deer NOUN
Reevess_Muntjac#species	en	Reeves muntjac 	2	Reeve NOUN	muntjac X appos> Reeve NOUN
Reindeer#species	en	Reindeer	0	Reindeer NOUN	
Reindeer#species	en	Rangifer tarandus	1	tarandus NOUN	Rangifer PROPN compound> tarandus NOUN
Reindeer#species	en	Caribou	2	Caribou PROPN	
Reindeer#species	en	Reindeer	2	Reindeer NOUN	
Rhizophora#genus	en	Mangroves	0	Mangrove PROPN	
Rhizophora#genus	en	Rhizophora	1	Rhizophora PROPN	
Rhizophora#genus	en	Mangroves	2	Mangrove PROPN	
Rhododendron#genus	en	Rhododendrons	0	Rhododendrons NOUN	
Rhododendron#genus	en	Rhododendron	1	Rhododendron PROPN	
Rhododendron#genus	en	Rhododendrons	2	Rhododendrons NOUN	
Ringed_seal#species	en	Ringed seal	0	seal NOUN	Ringed VERB amod> seal NOUN
Ringed_seal#species	en	Pusa hispida	1	hispida PROPN	Pusa PROPN compound> hispida PROPN
Ringed_seal#species	en	Jar seal	2	seal NOUN	jar PROPN compound> seal NOUN
Ringed_seal#species	en	Ringed seal	2	seal NOUN	Ringed VERB amod> seal NOUN
Ring-tailed_Lemur#species	en	Ring-tailed lemur	0	lemur NOUN	ring NOUN obl:npmod> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> lemur NOUN
Ring-tailed_Lemur#species	en	Lemur catta	1	catta NOUN	Lemur PROPN compound> catta NOUN
Ring-tailed_Lemur#species	en	Ring-tailed lemur	2	lemur NOUN	ring NOUN obl:npmod> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> lemur NOUN
Rock_Pigeon#species	en	Pigeon	0	pigeon NOUN	
Rock_Pigeon#species	en	Columba livia	1	livia NOUN	Columba PROPN compound> livia NOUN
Rock_Pigeon#species	en	Common pigeon	2	pigeon NOUN	common ADJ amod> pigeon NOUN
Rock_Pigeon#species	en	Feral pigeon	2	pigeon NOUN	Feral ADJ amod> pigeon NOUN
Rock_Pigeon#species	en	Feral rock dove	2	dove NOUN	Feral ADJ amod> dove NOUN | rock NOUN compound> dove NOUN
Rock_Pigeon#species	en	Pigeon	2	pigeon NOUN	
Rock_Pigeon#species	en	Rock dove	2	dove NOUN	rock NOUN compound> dove NOUN
Rock_Pigeon#species	en	Rock pigeon	2	pigeon NOUN	rock NOUN compound> pigeon NOUN
Rock_Ptarmigan#species	en	Ptarmigan	0	Ptarmigan PROPN	
Rock_Ptarmigan#species	en	Lagopus mutus	1	mutus NOUN	Lagopus PROPN compound> mutus NOUN
Rock_Ptarmigan#species	en	Ptarmigan	2	Ptarmigan PROPN	
Rock_Ptarmigan#species	en	Rock ptarmigan	2	ptarmigan NOUN	rock NOUN compound> ptarmigan NOUN
Rock_Ptarmigan#species	en	Snow chicken	2	chicken NOUN	snow NOUN compound> chicken NOUN
Rodent#order	en	Rodents	0	rodent NOUN	
Rodent#order	en	Rodentia	0	Rodentia PROPN	
Rodent#order	en	Rodentia	1	Rodentia PROPN	
Rodent#order	en	Rodents	2	rodent NOUN	
Roe_Deer#species	en	Roe deer	0	deer NOUN	Roe PROPN compound> deer NOUN
Roe_Deer#species	en	Capreolus capreolus	1	capreolus NOUN	Capreolus PROPN compound> capreolus NOUN
Roe_Deer#species	en	Roe deer	2	deer NOUN	Roe PROPN compound> deer NOUN
Roe_Deer#species	en	Western roe deer	2	deer NOUN	western ADJ amod> deer NOUN | roe NOUN compound> deer NOUN
Rook_bird#species	en	Rook	0	Rook PROPN	
Rook_bird#species	en	Corvus frugilegus	1	frugilegus NOUN	Corvus PROPN compound> frugilegus NOUN
Rook_bird#species	en	Rook	2	Rook PROPN	
Rose-ringed_Parakeet#species	en	Ring-necked parakeet	0	parakeet NOUN	ring NOUN obl:npmod> neck VERB | - PUNCT punct> neck VERB | neck VERB amod> parakeet NOUN
Rose-ringed_Parakeet#species	en	Psittacula krameri	1	kramerus PROPN	Psittacula PROPN compound> kramerus PROPN
Rose-ringed_Parakeet#species	en	Ring-necked parakeet	2	parakeet NOUN	ring NOUN obl:npmod> neck VERB | - PUNCT punct> neck VERB | neck VERB amod> parakeet NOUN
Rufous_Elephant_Shrew#species	en	Rufous elephant shrew	0	shrew NOUN	Rufous ADJ amod> shrew NOUN | elephant NOUN compound> shrew NOUN
Rufous_Elephant_Shrew#species	en	Elephantulus rufescens	1	rufescen NOUN	Elephantulus PROPN compound> rufescen NOUN
Rufous_Elephant_Shrew#species	en	East African long-eared elephant shrew	2	shrew NOUN	East PROPN compound> African PROPN | African PROPN compound> shrew NOUN | long ADV advmod> eare VERB | - PUNCT punct> eare VERB | eare VERB amod> elephant NOUN | elephant NOUN compound> shrew NOUN
Rufous_Elephant_Shrew#species	en	Rufous elephant shrew	2	shrew NOUN	Rufous ADJ amod> shrew NOUN | elephant NOUN compound> shrew NOUN
Rufous_Elephant_Shrew#species	en	Rufous sengi	2	sengi NOUN	Rufous ADJ amod> sengi NOUN
R_ppells_Vulture#species	en	Ruppells vulture	0	vulture NOUN	Ruppell NOUN compound> vulture NOUN
R_ppells_Vulture#species	en	Gyps rueppellii	1	rueppellii NOUN	Gyps PROPN compound> rueppellii NOUN
R_ppells_Vulture#species	en	Rueppells vulture	2	vulture NOUN	Rueppell NOUN compound> vulture NOUN
R_ppells_Vulture#species	en	Ruppells griffon	2	griffon NOUN	Ruppell NOUN compound> griffon NOUN
R_ppells_Vulture#species	en	Ruppells griffon vulture	2	vulture NOUN	Ruppell NOUN compound> vulture NOUN | griffon NOUN compound> vulture NOUN
R_ppells_Vulture#species	en	Ruppells vulture	2	vulture NOUN	Ruppell NOUN compound> vulture NOUN
Saguaro#species	en	Saguaros	0	Saguaros PROPN	
Saguaro#species	en	Carnegiea gigantea	1	gigantea NOUN	Carnegiea PROPN compound> gigantea NOUN
Saguaro#species	en	Saguaros	2	Saguaros PROPN	
Saharan_silver_ant#species	en	Saharan silver ant	0	ant NOUN	Saharan PROPN compound> ant NOUN | silver NOUN compound> ant NOUN
Saharan_silver_ant#species	en	Cataglyphis bombycina	1	bombycina NOUN	Cataglyphis PROPN compound> bombycina NOUN
Saharan_silver_ant#species	en	Saharan silver ant	2	ant NOUN	Saharan PROPN compound> ant NOUN | silver NOUN compound> ant NOUN
Saiga_Antelope#species	en	Saiga	0	Saiga PROPN	
Saiga_Antelope#species	en	Saiga tatarica	1	tatarica NOUN	Saiga PROPN compound> tatarica NOUN
Saiga_Antelope#species	en	Saiga	2	Saiga PROPN	
Salamander#order	en	Salamanders	0	Salamander NOUN	
Salamander#order	en	Caudata	0	Caudata PROPN	
Salamander#order	en	Caudata	1	Caudata PROPN	
Salamander#order	en	Salamanders	2	Salamander NOUN	
Sand_goanna#species	en	Sand goanna	0	goanna PROPN	Sand PROPN compound> goanna PROPN
Sand_goanna#species	en	Varanus gouldii	1	gouldii NOUN	Varanus PROPN compound> gouldii NOUN
Sand_goanna#species	en	Goulds monitor	2	monitor NOUN	Gould NOUN compound> monitor NOUN
Sand_goanna#species	en	Racehorse goanna	2	goanna NOUN	Racehorse NOUN compound> goanna NOUN
Sand_goanna#species	en	Sand goanna	2	goanna PROPN	Sand PROPN compound> goanna PROPN
Sand_goanna#species	en	Sand monitor	2	monitor NOUN	sand PROPN compound> monitor NOUN
Sand_Lizard#species	en	Sand lizard	0	lizard NOUN	sand PROPN compound> lizard NOUN
Sand_Lizard#species	en	Lacerta agilis	1	agilis PROPN	Lacerta PROPN compound> agilis PROPN
Sand_Lizard#species	en	Sand lizard	2	lizard NOUN	sand PROPN compound> lizard NOUN
Sand_Martin#species	en	Sand martin	0	martin NOUN	sand PROPN compound> martin NOUN
Sand_Martin#species	en	Riparia riparia	1	riparia PROPN	Riparia PROPN compound> riparia PROPN
Sand_Martin#species	en	Bank swallow	2	swallow NOUN	Bank PROPN compound> swallow NOUN
Sand_Martin#species	en	Collared sand martin	2	martin NOUN	Collared VERB amod> martin NOUN | sand NOUN compound> martin NOUN
Sand_Martin#species	en	European sand martin	2	martin NOUN	european ADJ amod> sand NOUN | sand NOUN compound> martin NOUN
Sand_Martin#species	en	Sand martin	2	martin NOUN	sand PROPN compound> martin NOUN
Sapindales#order	en	Soapberry, maple and citrus	0	Soapberry PROPN	, PUNCT punct> maple NOUN | maple NOUN conj> Soapberry PROPN | and CCONJ cc> citrus NOUN | citrus NOUN conj> Soapberry PROPN
Sapindales#order	en	Sapindales	0	Sapindales PROPN	
Sapindales#order	en	Sapindales	1	Sapindales PROPN	
Sapindales#order	en	Soapberry, maple and citrus	2	Soapberry PROPN	, PUNCT punct> maple NOUN | maple NOUN conj> Soapberry PROPN | and CCONJ cc> citrus NOUN | citrus NOUN conj> Soapberry PROPN
Saurischia#order	en	Lizard-hipped dinosaurs	0	dinosaur NOUN	Lizard PROPN obl:npmod> hip VERB | - PUNCT punct> hip VERB | hip VERB amod> dinosaur NOUN
Saurischia#order	en	Saurischia	0	Saurischia PROPN	
Saurischia#order	en	Saurischia	1	Saurischia PROPN	
Saurischia#order	en	Lizard-hipped	2	hip VERB	Lizard PROPN nsubj> hip VERB | - PUNCT punct> Lizard PROPN
Saurischia#order	en	Lizard-hipped dinosaurs	2	dinosaur NOUN	Lizard PROPN obl:npmod> hip VERB | - PUNCT punct> hip VERB | hip VERB amod> dinosaur NOUN
Sauropodomorpha#suborder	en	Sauropodomorph dinosaurs	0	dinosaur NOUN	Sauropodomorph PROPN compound> dinosaur NOUN
Sauropodomorpha#suborder	en	Sauropodomorpha	0	Sauropodomorpha PROPN	
Sauropodomorpha#suborder	en	Sauropodomorpha	1	Sauropodomorpha PROPN	
Sauropodomorpha#suborder	en	Sauropodomorph dinosaurs	2	dinosaur NOUN	Sauropodomorph PROPN compound> dinosaur NOUN
Scarabaeidae#family	en	Scarab beetles	0	beetle NOUN	Scarab NOUN compound> beetle NOUN
Scarabaeidae#family	en	Scarabaeidae	1	Scarabaeida NOUN	
Scarabaeidae#family	en	Scarab beetles	2	beetle NOUN	Scarab NOUN compound> beetle NOUN
Scathophaga_stercoraria#species	en	Yellow dung fly	0	fly VERB	yellow ADJ amod> dung NOUN | dung NOUN nsubj> fly VERB
Scathophaga_stercoraria#species	en	Scathophaga stercoraria	1	stercoraria NOUN	Scathophaga PROPN compound> stercoraria NOUN
Scathophaga_stercoraria#species	en	Common yellow dung fly	2	fly VERB	common ADJ amod> dng NOUN | yellow ADJ amod> dng NOUN | dng NOUN nsubj> fly VERB
Scathophaga_stercoraria#species	en	Golden dung fly	2	fly VERB	golden NOUN compound> dng NOUN | dng NOUN nsubj> fly VERB
Scathophaga_stercoraria#species	en	Yellow dung fly	2	fly VERB	yellow ADJ amod> dung NOUN | dung NOUN nsubj> fly VERB
Scorpion#order	en	Scorpions	0	Scorpion PROPN	
Scorpion#order	en	Scorpiones	1	Scorpiones PROPN	
Scorpion#order	en	Scorpions	2	Scorpion PROPN	
Sea_otter#species	en	Sea otter	0	otter NOUN	Sea PROPN compound> otter NOUN
Sea_otter#species	en	Enhydra lutris	1	lutris NOUN	Enhydra PROPN compound> lutris NOUN
Sea_otter#species	en	Sea otter	2	otter NOUN	Sea PROPN compound> otter NOUN
Sequoiadendron#genus	en	Giant sequoia	0	sequoia NOUN	giant PROPN compound> sequoia NOUN
Sequoiadendron#genus	en	Sequoiadendron	1	Sequoiadendron PROPN	
Sequoiadendron#genus	en	Giant sequoia	2	sequoia NOUN	giant PROPN compound> sequoia NOUN
Sequoiadendron#genus	en	Sierran redwood	2	redwood NOUN	Sierran PROPN compound> redwood NOUN
Sequoiadendron#genus	en	Sierra redwood	2	redwood NOUN	Sierra PROPN compound> redwood NOUN
Sequoiadendron#genus	en	Wellingtonia	2	Wellingtonia PROPN	
Serotine_bat#species	en	Serotine bat	0	bat NOUN	Serotine PROPN compound> bat NOUN
Serotine_bat#species	en	Eptesicus serotinus	1	serotinus NOUN	Eptesicus PROPN compound> serotinus NOUN
Serotine_bat#species	en	Serotine bat	2	bat NOUN	Serotine PROPN compound> bat NOUN
Serval#species	en	Serval	0	Serval NOUN	
Serval#species	en	Leptailurus serval	1	serval NOUN	Leptailurus PROPN compound> serval NOUN
Serval#species	en	Serval	2	Serval NOUN	
Shark#superorder	en	Sharks	0	Shark PROPN	
Shark#superorder	en	Selachimorpha	0	Selachimorpha PROPN	
Shark#superorder	en	Selachimorpha	1	Selachimorpha PROPN	
Shark#superorder	en	Sharks	2	Shark PROPN	
Short-beaked_Common_Dolphin#species	en	Short-beaked common dolphin	0	dolphing NOUN	short ADJ compound> beak VERB | - PUNCT punct> beak VERB | beak VERB amod> dolphing NOUN | common ADJ amod> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Delphinus delphis	1	delphis PROPN	Delphinus PROPN compound> delphis PROPN
Short-beaked_Common_Dolphin#species	en	Cape dolphin	2	dolphing NOUN	cape NOUN compound> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Common dolphin	2	dolphing NOUN	common ADJ amod> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Criss-cross dolphin	2	dolphing NOUN	Criss NOUN compound> cross NOUN | - PUNCT punct> cross NOUN | cross NOUN compound> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Hourglass dolphin	2	dolphing NOUN	Hourglass NOUN compound> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Saddleback dolphin	2	dolphing NOUN	Saddleback PROPN compound> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	Short-beaked common dolphin	2	dolphing NOUN	short ADJ compound> beak VERB | - PUNCT punct> beak VERB | beak VERB amod> dolphing NOUN | common ADJ amod> dolphing NOUN
Short-beaked_Common_Dolphin#species	en	White-bellied porpoise	2	porpoise NOUN	White PROPN obl:npmod> belly VERB | - PUNCT punct> belly VERB | belly VERB amod> porpoise NOUN
Short-eared_Owl#species	en	Short-eared owl	0	owl NOUN	short ADJ amod> eared ADJ | - PUNCT punct> eared ADJ | eared ADJ amod> owl NOUN
Short-eared_Owl#species	en	Asio flammeus	1	flammeus NOUN	Asio PROPN compound> flammeus NOUN
Short-eared_Owl#species	en	Short-eared owl	2	owl NOUN	short ADJ amod> eared ADJ | - PUNCT punct> eared ADJ | eared ADJ amod> owl NOUN
Short-tailed_Shearwater#species	en	Short-tailed shearwater	0	shearwater NOUN	short ADJ compound> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> shearwater NOUN
Short-tailed_Shearwater#species	en	Puffinus tenuirostris	1	tenuirostris NOUN	Puffinus NOUN compound> tenuirostris NOUN
Short-tailed_Shearwater#species	en	Moonbird	2	Moonbird NOUN	
Short-tailed_Shearwater#species	en	Muttonbird	2	Muttonbird PROPN	
Short-tailed_Shearwater#species	en	Short-tailed shearwater	2	shearwater NOUN	short ADJ compound> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> shearwater NOUN
Short-tailed_Shearwater#species	en	Slender-billed Shearwater	2	Shearwater NOUN	Slender NOUN obl:npmod> bille VERB | - PUNCT punct> bille VERB | bille VERB amod> Shearwater NOUN
Short-tailed_Shearwater#species	en	Yolla	2	Yolla PROPN	
Siamang#species	en	Siamang	0	Siamang NOUN	
Siamang#species	en	Symphalangus syndactylus	1	syndactylus NOUN	Symphalangus PROPN compound> syndactylus NOUN
Siamang#species	en	Siamang	2	Siamang NOUN	
Siamese_Crocodile#species	en	Siamese crocodile	0	crocodile NOUN	Siamese ADJ amod> crocodile NOUN
Siamese_Crocodile#species	en	Crocodylus siamensis	1	siamensis NOUN	Crocodylus PROPN compound> siamensis NOUN
Siamese_Crocodile#species	en	Siamese crocodile	2	crocodile NOUN	Siamese ADJ amod> crocodile NOUN
Silky_Sifaka#species	en	Silky sifaka	0	sifaka PROPN	Silky PROPN compound> sifaka PROPN
Silky_Sifaka#species	en	Propithecus candidus	1	candidus NOUN	Propithecus PROPN compound> candidus NOUN
Silky_Sifaka#species	en	Silky sifaka	2	sifaka PROPN	Silky PROPN compound> sifaka PROPN
Silky_Sifaka#species	en	Silky simpona	2	simpona PROPN	Silky PROPN compound> simpona PROPN
Sinornithosaurus#genus	en	Sinornithosaurus	0	Sinornithosaurus PROPN	
Sinornithosaurus#genus	en	Sinornithosaurus 	1	Sinornithosaurus PROPN	
Sinornithosaurus#genus	en	Chinese bird-lizard	2	lizard NOUN	chinese ADJ amod> lizard NOUN | bird NOUN compound> lizard NOUN | - PUNCT punct> lizard NOUN
Sinornithosaurus#genus	en	Sinornithosaurus	2	Sinornithosaurus PROPN	
Sirenia#order	en	Dugongs and manatees	0	Dugong NOUN	and CCONJ cc> manatee NOUN | manatee NOUN conj> Dugong NOUN
Sirenia#order	en	Sirenia	0	Sirenia PROPN	
Sirenia#order	en	Sirenia	1	Sirenia PROPN	
Sirenia#order	en	Dugongs and manatees	2	Dugong NOUN	and CCONJ cc> manatee NOUN | manatee NOUN conj> Dugong NOUN
Skimmer#genus	en	Skimmers	0	Skimmer PROPN	
Skimmer#genus	en	Rynchops	1	Rynchops PROPN	
Skimmer#genus	en	Skimmers	2	Skimmer PROPN	
Slow_loris#genus	en	Slow lorises	0	lorise NOUN	slow ADJ amod> lorise NOUN
Slow_loris#genus	en	Nycticebus	1	Nycticebus PROPN	
Slow_loris#genus	en	Slow lorises	2	lorise NOUN	slow ADJ amod> lorise NOUN
Smilodon#genus	en	Smilodon	0	Smilodon PROPN	
Smilodon#genus	en	Smilodon	1	Smilodon PROPN	
Smilodon#genus	en	chisel, knife tooth	2	chisel NOUN	, PUNCT punct> chisel NOUN | knife NOUN compound> tooth NOUN | tooth NOUN appos> chisel NOUN
Smilodon#genus	en	Sabre-toothed cats	2	cat NOUN	Sabre PROPN obl:npmod> tooth VERB | - PUNCT punct> tooth VERB | tooth VERB amod> cat NOUN
Smilodon#genus	en	Sabre-tooths	2	tooth NOUN	Sabre NOUN compound> tooth NOUN | - PUNCT punct> tooth NOUN
Snake#suborder	en	Snakes	0	snake PROPN	
Snake#suborder	en	Serpentes	0	Serpentes PROPN	
Snake#suborder	en	Serpentes	1	Serpentes PROPN	
Snake#suborder	en	Snakes	2	snake PROPN	
Snares_Penguin#species	en	Snares crested penguin	0	crest VERB	Snare PROPN nsubj> crest VERB | penguin NOUN obj> crest VERB
Snares_Penguin#species	en	Eudyptes robustus	1	robustus NOUN	Eudyptes PROPN compound> robustus NOUN
Snares_Penguin#species	en	Snares crested penguin	2	crest VERB	Snare PROPN nsubj> crest VERB | penguin NOUN obj> crest VERB
Snares_Penguin#species	en	Snares Islands penguin	2	penguin VERB	Snares PROPN compound> Islands PROPN | Islands PROPN nsubj> penguin VERB
Snow_Leopard#species	en	Snow leopard	0	leopard NOUN	snow NOUN compound> leopard NOUN
Snow_Leopard#species	en	Uncia uncia	1	uncia PROPN	Uncia PROPN compound> uncia PROPN
Snow_Leopard#species	en	Snow leopard	2	leopard NOUN	snow NOUN compound> leopard NOUN
Snow_Petrel#species	en	Snow petrel	0	petrel NOUN	snow NOUN compound> petrel NOUN
Snow_Petrel#species	en	Pagodroma nivea	1	nivea NOUN	Pagodroma PROPN compound> nivea NOUN
Snow_Petrel#species	en	Snow petrel	2	petrel NOUN	snow NOUN compound> petrel NOUN
Sockeye_salmon#species	en	Sockeye salmon	0	salmon NOUN	Sockeye PROPN compound> salmon NOUN
Sockeye_salmon#species	en	Oncorhynchus nerka	1	nerka NOUN	Oncorhynchus PROPN compound> nerka NOUN
Sockeye_salmon#species	en	Sockeye salmon	2	salmon NOUN	Sockeye PROPN compound> salmon NOUN
Socotra_Cormorant#species	en	Socotra cormorant	0	cormorant NOUN	Socotra PROPN compound> cormorant NOUN
Socotra_Cormorant#species	en	Phalacrocorax nigrogularis	1	nigrogularis NOUN	Phalacrocorax NOUN compound> nigrogularis NOUN
Socotra_Cormorant#species	en	Socotra cormorant	2	cormorant NOUN	Socotra PROPN compound> cormorant NOUN
Socotra_Cormorant#species	en	Socotran cormorant	2	cormorant NOUN	Socotran PROPN compound> cormorant NOUN
Solifugae#order	en	Camel spiders	0	spider NOUN	Camel NOUN compound> spider NOUN
Solifugae#order	en	Solifugae	1	Solifugae PROPN	
Solifugae#order	en	Camel spiders	2	spider NOUN	Camel NOUN compound> spider NOUN
Solifugae#order	en	Sun spider	2	spider NOUN	sun PROPN compound> spider NOUN
Solifugae#order	en	Wind scorpion	2	scorpion NOUN	wind PROPN compound> scorpion NOUN
Song_Thrush#species	en	Song thrush	0	thrush NOUN	song ADJ amod> thrush NOUN
Song_Thrush#species	en	Turdus philomelos	1	philomelo PROPN	Turdus PROPN compound> philomelo PROPN
Song_Thrush#species	en	Song thrush	2	thrush NOUN	song ADJ amod> thrush NOUN
Soricomorpha#order	en	Shrews, moles and relatives	0	Shrew NOUN	, PUNCT punct> mole NOUN | mole NOUN conj> Shrew NOUN | and CCONJ cc> relatives NOUN | relatives NOUN conj> Shrew NOUN
Soricomorpha#order	en	Soricomorpha	0	Soricomorpha PROPN	
Soricomorpha#order	en	Soricomorpha	1	Soricomorpha PROPN	
Soricomorpha#order	en	Shrews, moles and relatives	2	Shrew NOUN	, PUNCT punct> mole NOUN | mole NOUN conj> Shrew NOUN | and CCONJ cc> relatives NOUN | relatives NOUN conj> Shrew NOUN
South_American_Coati#species	en	South American coati	0	coato NOUN	south ADJ amod> coato NOUN | american ADJ amod> coato NOUN
South_American_Coati#species	en	Nasua nasua	1	nasua PROPN	Nasua PROPN compound> nasua PROPN
South_American_Coati#species	en	Ring-tailed coati	2	coato NOUN	ring NOUN obl:npmod> taile VERB | - PUNCT punct> taile VERB | taile VERB amod> coato NOUN
South_American_Coati#species	en	South American coati	2	coato NOUN	south ADJ amod> coato NOUN | american ADJ amod> coato NOUN
South_American_Gray_Fox#species	en	South American grey fox	0	fox NOUN	south ADJ amod> grey NOUN | american ADJ amod> grey NOUN | grey NOUN compound> fox NOUN
South_American_Gray_Fox#species	en	Lycalopex griseus	1	griseus NOUN	Lycalopex PROPN compound> griseus NOUN
South_American_Gray_Fox#species	en	Argentine grey fox	2	fox NOUN	Argentine PROPN compound> grey NOUN | grey NOUN compound> fox NOUN
South_American_Gray_Fox#species	en	Chilla	2	Chilla PROPN	
South_American_Gray_Fox#species	en	Grey Zorro	2	Zorro PROPN	grey PROPN compound> Zorro PROPN
South_American_Gray_Fox#species	en	Patagonian fox	2	fox NOUN	Patagonian ADJ amod> fox NOUN
South_American_Gray_Fox#species	en	South American grey fox	2	fox NOUN	south ADJ amod> grey NOUN | american ADJ amod> grey NOUN | grey NOUN compound> fox NOUN
South_American_Sea_Lion#species	en	Southern sea lion	0	lion NOUN	southern ADJ amod> sea NOUN | sea NOUN compound> lion NOUN
South_American_Sea_Lion#species	en	Otaria flavescens	1	flavescen PROPN	Otaria PROPN compound> flavescen PROPN
South_American_Sea_Lion#species	en	Maned seal	2	seal NOUN	Maned ADJ amod> seal NOUN
South_American_Sea_Lion#species	en	Patagonian sea lion	2	lion NOUN	Patagonian ADJ amod> lion NOUN | sea NOUN compound> lion NOUN
South_American_Sea_Lion#species	en	South American sea lion	2	lion NOUN	south ADJ amod> sea NOUN | american ADJ amod> sea NOUN | sea NOUN compound> lion NOUN
South_American_Sea_Lion#species	en	Southern sea lion	2	lion NOUN	southern ADJ amod> sea NOUN | sea NOUN compound> lion NOUN
Southern_Carmine_Bee-eater#species	en	Southern carmine bee-eater	0	eater NOUN	southern ADJ amod> eater NOUN | carmine NOUN compound> eater NOUN | bee NOUN compound> eater NOUN | - PUNCT punct> eater NOUN
Southern_Carmine_Bee-eater#species	en	Merops nubicoides	1	nubicoide NOUN	Merops PROPN compound> nubicoide NOUN
Southern_Carmine_Bee-eater#species	en	Southern carmine bee-eater	2	eater NOUN	southern ADJ amod> eater NOUN | carmine NOUN compound> eater NOUN | bee NOUN compound> eater NOUN | - PUNCT punct> eater NOUN
